instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
143664135,561188,CRUDEOILM26MAY7000PE,CRUDEOILM,0.0,2026-05-14,7000.0,0.05,1,PE,MCX-OPT,MCX
143664391,561189,CRUDEOILM26MAY7050PE,CRUDEOILM,0.0,2026-05-14,7050.0,0.05,1,PE,MCX-OPT,MCX
143664647,561190,CRUDEOILM26MAY7100PE,CRUDEOILM,0.0,2026-05-14,7100.0,0.05,1,PE,MCX-OPT,MCX
143664903,561191,CRUDEOILM26MAY7150PE,CRUDEOILM,0.0,2026-05-14,7150.0,0.05,1,PE,MCX-OPT,MCX
143665159,561192,CRUDEOILM26MAY7200PE,CRUDEOILM,0.0,2026-05-14,7200.0,0.05,1,PE,MCX-OPT,MCX
143665415,561193,CRUDEOILM26MAY7250PE,CRUDEOILM,0.0,2026-05-14,7250.0,0.05,1,PE,MCX-OPT,MCX
143665671,561194,CRUDEOILM26MAY7300PE,CRUDEOILM,0.0,2026-05-14,7300.0,0.05,1,PE,MCX-OPT,MCX
143665927,561195,CRUDEOILM26MAY7350PE,CRUDEOILM,0.0,2026-05-14,7350.0,0.05,1,PE,MCX-OPT,MCX
143669767,561210,CRUDEOILM26MAY4800CE,CRUDEOILM,0.0,2026-05-14,4800.0,0.05,1,CE,MCX-OPT,MCX
143670023,561211,CRUDEOILM26MAY4800PE,CRUDEOILM,0.0,2026-05-14,4800.0,0.05,1,PE,MCX-OPT,MCX
143877127,562020,CRUDEOILM26MAY4750CE,CRUDEOILM,0.0,2026-05-14,4750.0,0.05,1,CE,MCX-OPT,MCX
143877383,562021,CRUDEOILM26MAY4750PE,CRUDEOILM,0.0,2026-05-14,4750.0,0.05,1,PE,MCX-OPT,MCX
143934727,562245,CRUDEOILM26MAY7400CE,CRUDEOILM,0.0,2026-05-14,7400.0,0.05,1,CE,MCX-OPT,MCX
143935239,562247,CRUDEOILM26MAY7400PE,CRUDEOILM,0.0,2026-05-14,7400.0,0.05,1,PE,MCX-OPT,MCX
144114951,562949,CRUDEOILM26MAY4700CE,CRUDEOILM,0.0,2026-05-14,4700.0,0.05,1,CE,MCX-OPT,MCX
144115207,562950,CRUDEOILM26MAY4650CE,CRUDEOILM,0.0,2026-05-14,4650.0,0.05,1,CE,MCX-OPT,MCX
144115463,562951,CRUDEOILM26MAY4600CE,CRUDEOILM,0.0,2026-05-14,4600.0,0.05,1,CE,MCX-OPT,MCX
144115719,562952,CRUDEOILM26MAY4550CE,CRUDEOILM,0.0,2026-05-14,4550.0,0.05,1,CE,MCX-OPT,MCX
144115975,562953,CRUDEOILM26MAY4500CE,CRUDEOILM,0.0,2026-05-14,4500.0,0.05,1,CE,MCX-OPT,MCX
144116231,562954,CRUDEOILM26MAY4450CE,CRUDEOILM,0.0,2026-05-14,4450.0,0.05,1,CE,MCX-OPT,MCX
144116487,562955,CRUDEOILM26MAY4400CE,CRUDEOILM,0.0,2026-05-14,4400.0,0.05,1,CE,MCX-OPT,MCX
144116743,562956,CRUDEOILM26MAY4350CE,CRUDEOILM,0.0,2026-05-14,4350.0,0.05,1,CE,MCX-OPT,MCX
144116999,562957,CRUDEOILM26MAY4300CE,CRUDEOILM,0.0,2026-05-14,4300.0,0.05,1,CE,MCX-OPT,MCX
144117255,562958,CRUDEOILM26MAY4250CE,CRUDEOILM,0.0,2026-05-14,4250.0,0.05,1,CE,MCX-OPT,MCX
144117511,562959,CRUDEOILM26MAY4200CE,CRUDEOILM,0.0,2026-05-14,4200.0,0.05,1,CE,MCX-OPT,MCX
144117767,562960,CRUDEOILM26MAY4150CE,CRUDEOILM,0.0,2026-05-14,4150.0,0.05,1,CE,MCX-OPT,MCX
144118023,562961,CRUDEOILM26MAY4100CE,CRUDEOILM,0.0,2026-05-14,4100.0,0.05,1,CE,MCX-OPT,MCX
144118279,562962,CRUDEOILM26MAY4050CE,CRUDEOILM,0.0,2026-05-14,4050.0,0.05,1,CE,MCX-OPT,MCX
144118535,562963,CRUDEOILM26MAY4000CE,CRUDEOILM,0.0,2026-05-14,4000.0,0.05,1,CE,MCX-OPT,MCX
144118791,562964,CRUDEOILM26MAY3950CE,CRUDEOILM,0.0,2026-05-14,3950.0,0.05,1,CE,MCX-OPT,MCX
144119047,562965,CRUDEOILM26MAY3900CE,CRUDEOILM,0.0,2026-05-14,3900.0,0.05,1,CE,MCX-OPT,MCX
144119303,562966,CRUDEOILM26MAY3850CE,CRUDEOILM,0.0,2026-05-14,3850.0,0.05,1,CE,MCX-OPT,MCX
144119559,562967,CRUDEOILM26MAY3800CE,CRUDEOILM,0.0,2026-05-14,3800.0,0.05,1,CE,MCX-OPT,MCX
144119815,562968,CRUDEOILM26MAY3750CE,CRUDEOILM,0.0,2026-05-14,3750.0,0.05,1,CE,MCX-OPT,MCX
144120071,562969,CRUDEOILM26MAY3700CE,CRUDEOILM,0.0,2026-05-14,3700.0,0.05,1,CE,MCX-OPT,MCX
144120327,562970,CRUDEOILM26MAY3650CE,CRUDEOILM,0.0,2026-05-14,3650.0,0.05,1,CE,MCX-OPT,MCX
144120583,562971,CRUDEOILM26MAY3600CE,CRUDEOILM,0.0,2026-05-14,3600.0,0.05,1,CE,MCX-OPT,MCX
144120839,562972,CRUDEOILM26MAY3550CE,CRUDEOILM,0.0,2026-05-14,3550.0,0.05,1,CE,MCX-OPT,MCX
144121095,562973,CRUDEOILM26MAY3500CE,CRUDEOILM,0.0,2026-05-14,3500.0,0.05,1,CE,MCX-OPT,MCX
144121351,562974,CRUDEOILM26MAY3450CE,CRUDEOILM,0.0,2026-05-14,3450.0,0.05,1,CE,MCX-OPT,MCX
144121607,562975,CRUDEOILM26MAY3400CE,CRUDEOILM,0.0,2026-05-14,3400.0,0.05,1,CE,MCX-OPT,MCX
144121863,562976,CRUDEOILM26MAY3350CE,CRUDEOILM,0.0,2026-05-14,3350.0,0.05,1,CE,MCX-OPT,MCX
144122119,562977,CRUDEOILM26MAY3300CE,CRUDEOILM,0.0,2026-05-14,3300.0,0.05,1,CE,MCX-OPT,MCX
144122375,562978,CRUDEOILM26MAY3250CE,CRUDEOILM,0.0,2026-05-14,3250.0,0.05,1,CE,MCX-OPT,MCX
144122631,562979,CRUDEOILM26MAY3200CE,CRUDEOILM,0.0,2026-05-14,3200.0,0.05,1,CE,MCX-OPT,MCX
144122887,562980,CRUDEOILM26MAY3150CE,CRUDEOILM,0.0,2026-05-14,3150.0,0.05,1,CE,MCX-OPT,MCX
144123143,562981,CRUDEOILM26MAY3100CE,CRUDEOILM,0.0,2026-05-14,3100.0,0.05,1,CE,MCX-OPT,MCX
144123399,562982,CRUDEOILM26MAY3050CE,CRUDEOILM,0.0,2026-05-14,3050.0,0.05,1,CE,MCX-OPT,MCX
144123655,562983,CRUDEOILM26MAY3000CE,CRUDEOILM,0.0,2026-05-14,3000.0,0.05,1,CE,MCX-OPT,MCX
144123911,562984,CRUDEOILM26MAY2950CE,CRUDEOILM,0.0,2026-05-14,2950.0,0.05,1,CE,MCX-OPT,MCX
144124167,562985,CRUDEOILM26MAY2900CE,CRUDEOILM,0.0,2026-05-14,2900.0,0.05,1,CE,MCX-OPT,MCX
144124423,562986,CRUDEOILM26MAY2850CE,CRUDEOILM,0.0,2026-05-14,2850.0,0.05,1,CE,MCX-OPT,MCX
144124679,562987,CRUDEOILM26MAY2800CE,CRUDEOILM,0.0,2026-05-14,2800.0,0.05,1,CE,MCX-OPT,MCX
144124935,562988,CRUDEOILM26MAY2750CE,CRUDEOILM,0.0,2026-05-14,2750.0,0.05,1,CE,MCX-OPT,MCX
144125191,562989,CRUDEOILM26MAY2700CE,CRUDEOILM,0.0,2026-05-14,2700.0,0.05,1,CE,MCX-OPT,MCX
144125447,562990,CRUDEOILM26MAY2650CE,CRUDEOILM,0.0,2026-05-14,2650.0,0.05,1,CE,MCX-OPT,MCX
144125703,562991,CRUDEOILM26MAY2600CE,CRUDEOILM,0.0,2026-05-14,2600.0,0.05,1,CE,MCX-OPT,MCX
144125959,562992,CRUDEOILM26MAY2550CE,CRUDEOILM,0.0,2026-05-14,2550.0,0.05,1,CE,MCX-OPT,MCX
144126215,562993,CRUDEOILM26MAY2500CE,CRUDEOILM,0.0,2026-05-14,2500.0,0.05,1,CE,MCX-OPT,MCX
144126471,562994,CRUDEOILM26MAY2450CE,CRUDEOILM,0.0,2026-05-14,2450.0,0.05,1,CE,MCX-OPT,MCX
144126727,562995,CRUDEOILM26MAY2400CE,CRUDEOILM,0.0,2026-05-14,2400.0,0.05,1,CE,MCX-OPT,MCX
144126983,562996,CRUDEOILM26MAY7450CE,CRUDEOILM,0.0,2026-05-14,7450.0,0.05,1,CE,MCX-OPT,MCX
144127239,562997,CRUDEOILM26MAY7500CE,CRUDEOILM,0.0,2026-05-14,7500.0,0.05,1,CE,MCX-OPT,MCX
144127495,562998,CRUDEOILM26MAY7550CE,CRUDEOILM,0.0,2026-05-14,7550.0,0.05,1,CE,MCX-OPT,MCX
144127751,562999,CRUDEOILM26MAY7600CE,CRUDEOILM,0.0,2026-05-14,7600.0,0.05,1,CE,MCX-OPT,MCX
144128007,563000,CRUDEOILM26MAY7650CE,CRUDEOILM,0.0,2026-05-14,7650.0,0.05,1,CE,MCX-OPT,MCX
144128263,563001,CRUDEOILM26MAY7700CE,CRUDEOILM,0.0,2026-05-14,7700.0,0.05,1,CE,MCX-OPT,MCX
144128519,563002,CRUDEOILM26MAY7750CE,CRUDEOILM,0.0,2026-05-14,7750.0,0.05,1,CE,MCX-OPT,MCX
144128775,563003,CRUDEOILM26MAY7800CE,CRUDEOILM,0.0,2026-05-14,7800.0,0.05,1,CE,MCX-OPT,MCX
144129031,563004,CRUDEOILM26MAY7850CE,CRUDEOILM,0.0,2026-05-14,7850.0,0.05,1,CE,MCX-OPT,MCX
144129287,563005,CRUDEOILM26MAY7900CE,CRUDEOILM,0.0,2026-05-14,7900.0,0.05,1,CE,MCX-OPT,MCX
144129543,563006,CRUDEOILM26MAY7950CE,CRUDEOILM,0.0,2026-05-14,7950.0,0.05,1,CE,MCX-OPT,MCX
144129799,563007,CRUDEOILM26MAY8000CE,CRUDEOILM,0.0,2026-05-14,8000.0,0.05,1,CE,MCX-OPT,MCX
144130055,563008,CRUDEOILM26MAY8050CE,CRUDEOILM,0.0,2026-05-14,8050.0,0.05,1,CE,MCX-OPT,MCX
144130311,563009,CRUDEOILM26MAY8100CE,CRUDEOILM,0.0,2026-05-14,8100.0,0.05,1,CE,MCX-OPT,MCX
144130567,563010,CRUDEOILM26MAY8150CE,CRUDEOILM,0.0,2026-05-14,8150.0,0.05,1,CE,MCX-OPT,MCX
144130823,563011,CRUDEOILM26MAY8200CE,CRUDEOILM,0.0,2026-05-14,8200.0,0.05,1,CE,MCX-OPT,MCX
144131079,563012,CRUDEOILM26MAY8250CE,CRUDEOILM,0.0,2026-05-14,8250.0,0.05,1,CE,MCX-OPT,MCX
144131335,563013,CRUDEOILM26MAY8300CE,CRUDEOILM,0.0,2026-05-14,8300.0,0.05,1,CE,MCX-OPT,MCX
144131591,563014,CRUDEOILM26MAY8350CE,CRUDEOILM,0.0,2026-05-14,8350.0,0.05,1,CE,MCX-OPT,MCX
144131847,563015,CRUDEOILM26MAY8400CE,CRUDEOILM,0.0,2026-05-14,8400.0,0.05,1,CE,MCX-OPT,MCX
144132103,563016,CRUDEOILM26MAY8450CE,CRUDEOILM,0.0,2026-05-14,8450.0,0.05,1,CE,MCX-OPT,MCX
144132359,563017,CRUDEOILM26MAY8500CE,CRUDEOILM,0.0,2026-05-14,8500.0,0.05,1,CE,MCX-OPT,MCX
144132615,563018,CRUDEOILM26MAY8550CE,CRUDEOILM,0.0,2026-05-14,8550.0,0.05,1,CE,MCX-OPT,MCX
144132871,563019,CRUDEOILM26MAY8600CE,CRUDEOILM,0.0,2026-05-14,8600.0,0.05,1,CE,MCX-OPT,MCX
144133127,563020,CRUDEOILM26MAY8650CE,CRUDEOILM,0.0,2026-05-14,8650.0,0.05,1,CE,MCX-OPT,MCX
144133383,563021,CRUDEOILM26MAY8700CE,CRUDEOILM,0.0,2026-05-14,8700.0,0.05,1,CE,MCX-OPT,MCX
144133639,563022,CRUDEOILM26MAY8750CE,CRUDEOILM,0.0,2026-05-14,8750.0,0.05,1,CE,MCX-OPT,MCX
144133895,563023,CRUDEOILM26MAY8800CE,CRUDEOILM,0.0,2026-05-14,8800.0,0.05,1,CE,MCX-OPT,MCX
144134151,563024,CRUDEOILM26MAY8850CE,CRUDEOILM,0.0,2026-05-14,8850.0,0.05,1,CE,MCX-OPT,MCX
144134407,563025,CRUDEOILM26MAY8900CE,CRUDEOILM,0.0,2026-05-14,8900.0,0.05,1,CE,MCX-OPT,MCX
144134663,563026,CRUDEOILM26MAY8950CE,CRUDEOILM,0.0,2026-05-14,8950.0,0.05,1,CE,MCX-OPT,MCX
144134919,563027,CRUDEOILM26MAY9000CE,CRUDEOILM,0.0,2026-05-14,9000.0,0.05,1,CE,MCX-OPT,MCX
144135175,563028,CRUDEOILM26MAY9050CE,CRUDEOILM,0.0,2026-05-14,9050.0,0.05,1,CE,MCX-OPT,MCX
144135431,563029,CRUDEOILM26MAY9100CE,CRUDEOILM,0.0,2026-05-14,9100.0,0.05,1,CE,MCX-OPT,MCX
144135687,563030,CRUDEOILM26MAY9150CE,CRUDEOILM,0.0,2026-05-14,9150.0,0.05,1,CE,MCX-OPT,MCX
144135943,563031,CRUDEOILM26MAY9200CE,CRUDEOILM,0.0,2026-05-14,9200.0,0.05,1,CE,MCX-OPT,MCX
144136199,563032,CRUDEOILM26MAY9250CE,CRUDEOILM,0.0,2026-05-14,9250.0,0.05,1,CE,MCX-OPT,MCX
144136455,563033,CRUDEOILM26MAY9300CE,CRUDEOILM,0.0,2026-05-14,9300.0,0.05,1,CE,MCX-OPT,MCX
144136711,563034,CRUDEOILM26MAY9350CE,CRUDEOILM,0.0,2026-05-14,9350.0,0.05,1,CE,MCX-OPT,MCX
144136967,563035,CRUDEOILM26MAY9400CE,CRUDEOILM,0.0,2026-05-14,9400.0,0.05,1,CE,MCX-OPT,MCX
144137223,563036,CRUDEOILM26MAY9450CE,CRUDEOILM,0.0,2026-05-14,9450.0,0.05,1,CE,MCX-OPT,MCX
144137479,563037,CRUDEOILM26MAY9500CE,CRUDEOILM,0.0,2026-05-14,9500.0,0.05,1,CE,MCX-OPT,MCX
144137735,563038,CRUDEOILM26MAY9550CE,CRUDEOILM,0.0,2026-05-14,9550.0,0.05,1,CE,MCX-OPT,MCX
144137991,563039,CRUDEOILM26MAY9600CE,CRUDEOILM,0.0,2026-05-14,9600.0,0.05,1,CE,MCX-OPT,MCX
144138247,563040,CRUDEOILM26MAY9650CE,CRUDEOILM,0.0,2026-05-14,9650.0,0.05,1,CE,MCX-OPT,MCX
144138503,563041,CRUDEOILM26MAY9700CE,CRUDEOILM,0.0,2026-05-14,9700.0,0.05,1,CE,MCX-OPT,MCX
144138759,563042,CRUDEOILM26MAY9750CE,CRUDEOILM,0.0,2026-05-14,9750.0,0.05,1,CE,MCX-OPT,MCX
144139015,563043,CRUDEOILM26MAY9800CE,CRUDEOILM,0.0,2026-05-14,9800.0,0.05,1,CE,MCX-OPT,MCX
144139271,563044,CRUDEOILM26MAY9850CE,CRUDEOILM,0.0,2026-05-14,9850.0,0.05,1,CE,MCX-OPT,MCX
144139527,563045,CRUDEOILM26MAY9900CE,CRUDEOILM,0.0,2026-05-14,9900.0,0.05,1,CE,MCX-OPT,MCX
144182535,563213,CRUDEOILM26MAY4700PE,CRUDEOILM,0.0,2026-05-14,4700.0,0.05,1,PE,MCX-OPT,MCX
144182791,563214,CRUDEOILM26MAY4650PE,CRUDEOILM,0.0,2026-05-14,4650.0,0.05,1,PE,MCX-OPT,MCX
144183047,563215,CRUDEOILM26MAY4600PE,CRUDEOILM,0.0,2026-05-14,4600.0,0.05,1,PE,MCX-OPT,MCX
144183303,563216,CRUDEOILM26MAY4550PE,CRUDEOILM,0.0,2026-05-14,4550.0,0.05,1,PE,MCX-OPT,MCX
144183559,563217,CRUDEOILM26MAY4500PE,CRUDEOILM,0.0,2026-05-14,4500.0,0.05,1,PE,MCX-OPT,MCX
144183815,563218,CRUDEOILM26MAY4450PE,CRUDEOILM,0.0,2026-05-14,4450.0,0.05,1,PE,MCX-OPT,MCX
144184071,563219,CRUDEOILM26MAY4400PE,CRUDEOILM,0.0,2026-05-14,4400.0,0.05,1,PE,MCX-OPT,MCX
144184327,563220,CRUDEOILM26MAY4350PE,CRUDEOILM,0.0,2026-05-14,4350.0,0.05,1,PE,MCX-OPT,MCX
144184583,563221,CRUDEOILM26MAY4300PE,CRUDEOILM,0.0,2026-05-14,4300.0,0.05,1,PE,MCX-OPT,MCX
144184839,563222,CRUDEOILM26MAY4250PE,CRUDEOILM,0.0,2026-05-14,4250.0,0.05,1,PE,MCX-OPT,MCX
144185095,563223,CRUDEOILM26MAY4200PE,CRUDEOILM,0.0,2026-05-14,4200.0,0.05,1,PE,MCX-OPT,MCX
144185351,563224,CRUDEOILM26MAY4150PE,CRUDEOILM,0.0,2026-05-14,4150.0,0.05,1,PE,MCX-OPT,MCX
144185607,563225,CRUDEOILM26MAY4100PE,CRUDEOILM,0.0,2026-05-14,4100.0,0.05,1,PE,MCX-OPT,MCX
144185863,563226,CRUDEOILM26MAY4050PE,CRUDEOILM,0.0,2026-05-14,4050.0,0.05,1,PE,MCX-OPT,MCX
144186119,563227,CRUDEOILM26MAY4000PE,CRUDEOILM,0.0,2026-05-14,4000.0,0.05,1,PE,MCX-OPT,MCX
144186375,563228,CRUDEOILM26MAY3950PE,CRUDEOILM,0.0,2026-05-14,3950.0,0.05,1,PE,MCX-OPT,MCX
144186631,563229,CRUDEOILM26MAY3900PE,CRUDEOILM,0.0,2026-05-14,3900.0,0.05,1,PE,MCX-OPT,MCX
144186887,563230,CRUDEOILM26MAY3850PE,CRUDEOILM,0.0,2026-05-14,3850.0,0.05,1,PE,MCX-OPT,MCX
144187143,563231,CRUDEOILM26MAY3800PE,CRUDEOILM,0.0,2026-05-14,3800.0,0.05,1,PE,MCX-OPT,MCX
144187399,563232,CRUDEOILM26MAY3750PE,CRUDEOILM,0.0,2026-05-14,3750.0,0.05,1,PE,MCX-OPT,MCX
144187655,563233,CRUDEOILM26MAY3700PE,CRUDEOILM,0.0,2026-05-14,3700.0,0.05,1,PE,MCX-OPT,MCX
144187911,563234,CRUDEOILM26MAY3650PE,CRUDEOILM,0.0,2026-05-14,3650.0,0.05,1,PE,MCX-OPT,MCX
144188167,563235,CRUDEOILM26MAY3600PE,CRUDEOILM,0.0,2026-05-14,3600.0,0.05,1,PE,MCX-OPT,MCX
144188423,563236,CRUDEOILM26MAY3550PE,CRUDEOILM,0.0,2026-05-14,3550.0,0.05,1,PE,MCX-OPT,MCX
144188679,563237,CRUDEOILM26MAY3500PE,CRUDEOILM,0.0,2026-05-14,3500.0,0.05,1,PE,MCX-OPT,MCX
144188935,563238,CRUDEOILM26MAY3450PE,CRUDEOILM,0.0,2026-05-14,3450.0,0.05,1,PE,MCX-OPT,MCX
144189191,563239,CRUDEOILM26MAY3400PE,CRUDEOILM,0.0,2026-05-14,3400.0,0.05,1,PE,MCX-OPT,MCX
144189447,563240,CRUDEOILM26MAY3350PE,CRUDEOILM,0.0,2026-05-14,3350.0,0.05,1,PE,MCX-OPT,MCX
144189703,563241,CRUDEOILM26MAY3300PE,CRUDEOILM,0.0,2026-05-14,3300.0,0.05,1,PE,MCX-OPT,MCX
144189959,563242,CRUDEOILM26MAY3250PE,CRUDEOILM,0.0,2026-05-14,3250.0,0.05,1,PE,MCX-OPT,MCX
144190215,563243,CRUDEOILM26MAY3200PE,CRUDEOILM,0.0,2026-05-14,3200.0,0.05,1,PE,MCX-OPT,MCX
144190471,563244,CRUDEOILM26MAY3150PE,CRUDEOILM,0.0,2026-05-14,3150.0,0.05,1,PE,MCX-OPT,MCX
144190727,563245,CRUDEOILM26MAY3100PE,CRUDEOILM,0.0,2026-05-14,3100.0,0.05,1,PE,MCX-OPT,MCX
144190983,563246,CRUDEOILM26MAY3050PE,CRUDEOILM,0.0,2026-05-14,3050.0,0.05,1,PE,MCX-OPT,MCX
144191239,563247,CRUDEOILM26MAY3000PE,CRUDEOILM,0.0,2026-05-14,3000.0,0.05,1,PE,MCX-OPT,MCX
144191495,563248,CRUDEOILM26MAY2950PE,CRUDEOILM,0.0,2026-05-14,2950.0,0.05,1,PE,MCX-OPT,MCX
144191751,563249,CRUDEOILM26MAY2900PE,CRUDEOILM,0.0,2026-05-14,2900.0,0.05,1,PE,MCX-OPT,MCX
144192007,563250,CRUDEOILM26MAY2850PE,CRUDEOILM,0.0,2026-05-14,2850.0,0.05,1,PE,MCX-OPT,MCX
144192263,563251,CRUDEOILM26MAY2800PE,CRUDEOILM,0.0,2026-05-14,2800.0,0.05,1,PE,MCX-OPT,MCX
144192519,563252,CRUDEOILM26MAY2750PE,CRUDEOILM,0.0,2026-05-14,2750.0,0.05,1,PE,MCX-OPT,MCX
144192775,563253,CRUDEOILM26MAY2700PE,CRUDEOILM,0.0,2026-05-14,2700.0,0.05,1,PE,MCX-OPT,MCX
144193031,563254,CRUDEOILM26MAY2650PE,CRUDEOILM,0.0,2026-05-14,2650.0,0.05,1,PE,MCX-OPT,MCX
144193287,563255,CRUDEOILM26MAY2600PE,CRUDEOILM,0.0,2026-05-14,2600.0,0.05,1,PE,MCX-OPT,MCX
144193543,563256,CRUDEOILM26MAY2550PE,CRUDEOILM,0.0,2026-05-14,2550.0,0.05,1,PE,MCX-OPT,MCX
144193799,563257,CRUDEOILM26MAY2500PE,CRUDEOILM,0.0,2026-05-14,2500.0,0.05,1,PE,MCX-OPT,MCX
144194055,563258,CRUDEOILM26MAY2450PE,CRUDEOILM,0.0,2026-05-14,2450.0,0.05,1,PE,MCX-OPT,MCX
144194311,563259,CRUDEOILM26MAY2400PE,CRUDEOILM,0.0,2026-05-14,2400.0,0.05,1,PE,MCX-OPT,MCX
144194567,563260,CRUDEOILM26MAY7450PE,CRUDEOILM,0.0,2026-05-14,7450.0,0.05,1,PE,MCX-OPT,MCX
144194823,563261,CRUDEOILM26MAY7500PE,CRUDEOILM,0.0,2026-05-14,7500.0,0.05,1,PE,MCX-OPT,MCX
144195079,563262,CRUDEOILM26MAY7550PE,CRUDEOILM,0.0,2026-05-14,7550.0,0.05,1,PE,MCX-OPT,MCX
144195335,563263,CRUDEOILM26MAY7600PE,CRUDEOILM,0.0,2026-05-14,7600.0,0.05,1,PE,MCX-OPT,MCX
144195591,563264,CRUDEOILM26MAY7650PE,CRUDEOILM,0.0,2026-05-14,7650.0,0.05,1,PE,MCX-OPT,MCX
144195847,563265,CRUDEOILM26MAY7700PE,CRUDEOILM,0.0,2026-05-14,7700.0,0.05,1,PE,MCX-OPT,MCX
144196103,563266,CRUDEOILM26MAY7750PE,CRUDEOILM,0.0,2026-05-14,7750.0,0.05,1,PE,MCX-OPT,MCX
144196359,563267,CRUDEOILM26MAY7800PE,CRUDEOILM,0.0,2026-05-14,7800.0,0.05,1,PE,MCX-OPT,MCX
144196615,563268,CRUDEOILM26MAY7850PE,CRUDEOILM,0.0,2026-05-14,7850.0,0.05,1,PE,MCX-OPT,MCX
144196871,563269,CRUDEOILM26MAY7900PE,CRUDEOILM,0.0,2026-05-14,7900.0,0.05,1,PE,MCX-OPT,MCX
144197127,563270,CRUDEOILM26MAY7950PE,CRUDEOILM,0.0,2026-05-14,7950.0,0.05,1,PE,MCX-OPT,MCX
144197383,563271,CRUDEOILM26MAY8000PE,CRUDEOILM,0.0,2026-05-14,8000.0,0.05,1,PE,MCX-OPT,MCX
144197639,563272,CRUDEOILM26MAY8050PE,CRUDEOILM,0.0,2026-05-14,8050.0,0.05,1,PE,MCX-OPT,MCX
144197895,563273,CRUDEOILM26MAY8100PE,CRUDEOILM,0.0,2026-05-14,8100.0,0.05,1,PE,MCX-OPT,MCX
144198151,563274,CRUDEOILM26MAY8150PE,CRUDEOILM,0.0,2026-05-14,8150.0,0.05,1,PE,MCX-OPT,MCX
144198407,563275,CRUDEOILM26MAY8200PE,CRUDEOILM,0.0,2026-05-14,8200.0,0.05,1,PE,MCX-OPT,MCX
144198663,563276,CRUDEOILM26MAY8250PE,CRUDEOILM,0.0,2026-05-14,8250.0,0.05,1,PE,MCX-OPT,MCX
144198919,563277,CRUDEOILM26MAY8300PE,CRUDEOILM,0.0,2026-05-14,8300.0,0.05,1,PE,MCX-OPT,MCX
144199175,563278,CRUDEOILM26MAY8350PE,CRUDEOILM,0.0,2026-05-14,8350.0,0.05,1,PE,MCX-OPT,MCX
144199431,563279,CRUDEOILM26MAY8400PE,CRUDEOILM,0.0,2026-05-14,8400.0,0.05,1,PE,MCX-OPT,MCX
144199687,563280,CRUDEOILM26MAY8450PE,CRUDEOILM,0.0,2026-05-14,8450.0,0.05,1,PE,MCX-OPT,MCX
144199943,563281,CRUDEOILM26MAY8500PE,CRUDEOILM,0.0,2026-05-14,8500.0,0.05,1,PE,MCX-OPT,MCX
144200199,563282,CRUDEOILM26MAY8550PE,CRUDEOILM,0.0,2026-05-14,8550.0,0.05,1,PE,MCX-OPT,MCX
144200455,563283,CRUDEOILM26MAY8600PE,CRUDEOILM,0.0,2026-05-14,8600.0,0.05,1,PE,MCX-OPT,MCX
144200711,563284,CRUDEOILM26MAY8650PE,CRUDEOILM,0.0,2026-05-14,8650.0,0.05,1,PE,MCX-OPT,MCX
144200967,563285,CRUDEOILM26MAY8700PE,CRUDEOILM,0.0,2026-05-14,8700.0,0.05,1,PE,MCX-OPT,MCX
144201223,563286,CRUDEOILM26MAY8750PE,CRUDEOILM,0.0,2026-05-14,8750.0,0.05,1,PE,MCX-OPT,MCX
144201479,563287,CRUDEOILM26MAY8800PE,CRUDEOILM,0.0,2026-05-14,8800.0,0.05,1,PE,MCX-OPT,MCX
144201735,563288,CRUDEOILM26MAY8850PE,CRUDEOILM,0.0,2026-05-14,8850.0,0.05,1,PE,MCX-OPT,MCX
144201991,563289,CRUDEOILM26MAY8900PE,CRUDEOILM,0.0,2026-05-14,8900.0,0.05,1,PE,MCX-OPT,MCX
144202247,563290,CRUDEOILM26MAY8950PE,CRUDEOILM,0.0,2026-05-14,8950.0,0.05,1,PE,MCX-OPT,MCX
144202503,563291,CRUDEOILM26MAY9000PE,CRUDEOILM,0.0,2026-05-14,9000.0,0.05,1,PE,MCX-OPT,MCX
144202759,563292,CRUDEOILM26MAY9050PE,CRUDEOILM,0.0,2026-05-14,9050.0,0.05,1,PE,MCX-OPT,MCX
144203015,563293,CRUDEOILM26MAY9100PE,CRUDEOILM,0.0,2026-05-14,9100.0,0.05,1,PE,MCX-OPT,MCX
144203271,563294,CRUDEOILM26MAY9150PE,CRUDEOILM,0.0,2026-05-14,9150.0,0.05,1,PE,MCX-OPT,MCX
144203527,563295,CRUDEOILM26MAY9200PE,CRUDEOILM,0.0,2026-05-14,9200.0,0.05,1,PE,MCX-OPT,MCX
144203783,563296,CRUDEOILM26MAY9250PE,CRUDEOILM,0.0,2026-05-14,9250.0,0.05,1,PE,MCX-OPT,MCX
144204039,563297,CRUDEOILM26MAY9300PE,CRUDEOILM,0.0,2026-05-14,9300.0,0.05,1,PE,MCX-OPT,MCX
144204295,563298,CRUDEOILM26MAY9350PE,CRUDEOILM,0.0,2026-05-14,9350.0,0.05,1,PE,MCX-OPT,MCX
144204551,563299,CRUDEOILM26MAY9400PE,CRUDEOILM,0.0,2026-05-14,9400.0,0.05,1,PE,MCX-OPT,MCX
144204807,563300,CRUDEOILM26MAY9450PE,CRUDEOILM,0.0,2026-05-14,9450.0,0.05,1,PE,MCX-OPT,MCX
